id;btag;accountid;catid;partnerid;amount;memo;transferid;isUmbuchung
6290;2010-09-01;2;11071;501;-14000;Garage;6287;0
6291;2010-09-01;2;1;122;11833;;;0
6293;2010-09-02;2;11061;1861;1046;;;0
6294;2010-09-02;2;1;122;27047;;;0
6296;2010-09-03;2;10022;254;-18400;Amazon;;0
6297;2010-09-05;2;11046;268;-8400;ct;;0
6298;2010-09-06;2;10009;160;-15000;;;0
6299;2010-09-06;2;1;122;20000;;;0
6301;2010-09-08;2;1;122;30000;;;0
6303;2010-09-10;2;1000;299;-25273;;;0
6304;2010-09-10;2;10022;299;0;Stayfriends;6303;0
6305;2010-09-10;2;11036;299;-7170;;6303;0
6306;2010-09-10;2;11054;299;0;;6303;0
6307;2010-09-10;2;11049;299;-4500;;6303;0
6309;2010-09-10;2;10015;299;0;Jahresgebühr ADAC-Karten;6303;0
6310;2010-09-10;2;10028;299;-13603;;6303;0
6311;2010-09-10;2;10025;299;0;;6303;0
6312;2010-09-10;2;11049;299;0;;6303;0
6313;2010-09-10;2;11044;299;0;;6303;0
6314;2010-09-10;2;11019;299;0;Handyaufladung;6303;0
6315;2010-09-10;2;11077;299;0;Kosten Kaution;6303;0
6316;2010-09-10;2;10038;299;0;Referatsfeier Auslagen;6303;0
6317;2010-09-10;2;10016;299;0;;6303;0
6318;2010-09-13;2;1;122;20000;;;0
6320;2010-09-14;2;10009;160;-30000;;;0
6321;2010-09-15;2;1000;450;429379;;;0
6322;2010-09-15;2;10002;450;681404;;6321;0
6323;2010-09-15;2;10041;450;-198891;;6321;0
6324;2010-09-15;2;10044;450;-10939;;6321;0
6325;2010-09-15;2;10042;450;-54725;;6321;0
6326;2010-09-15;2;10043;450;-7700;;6321;0
6327;2010-09-15;2;25;450;-4000;;6321;0
6328;2010-09-15;2;11055;450;0;;6321;0
6329;2010-09-15;2;11014;450;25508;;6321;0
6330;2010-09-15;2;11072;450;31240;;6321;0
6331;2010-09-15;2;11013;450;-31240;;6321;0
6332;2010-09-15;2;11019;450;-1278;Firmenhandy;6321;0
6333;2010-09-17;2;10009;160;-10000;;;0
6334;2010-09-17;2;1;122;70000;;;0
6336;2010-09-20;2;10022;393;-5100;Internetdomain;;0
6337;2010-09-20;2;10036;445;-27900;SideBoard;;0
6338;2010-09-20;2;10036;259;-3345;Toom;;0
6339;2010-09-21;2;10009;160;-10000;;;0
6340;2010-09-23;2;10009;160;-10000;;;0
6341;2010-09-27;2;10028;416;-2326;;;0
6342;2010-09-28;2;1000;367;-64001;;;0
6343;2010-09-28;2;23;367;-41841;;6342;0
6345;2010-09-28;2;11080;367;-22160;;6342;0
6346;2010-09-28;2;10009;345;-1000;;;0
6347;2010-09-28;2;1;122;20000;;;0
6349;2010-09-29;2;11015;191;-40000;Unterhalt;;0
6350;2010-09-30;2;10009;160;-10000;;;0
6351;2010-09-30;2;11020;414;-2999;Unity;;0
6352;2010-09-30;2;1;122;150000;;;0
6354;2010-10-01;2;10050;837;-51016;DKV;;0
6355;2010-10-01;2;11069;242;-26000;Hausgeld;;0
6356;2010-10-01;2;11041;449;-2500;Strafzettel;;0
6357;2010-10-01;2;10028;192;-1270;;;0
6358;2010-10-01;2;1000;501;-155500;Talstr;;0
6359;2010-10-01;2;10029;501;-116000;Talstr;6358;0
6360;2010-10-01;2;11108;501;-25500;Talstr;6358;0
6361;2010-10-01;2;11071;501;-14000;Garage;6358;0
6362;2010-10-01;2;11105;244;-5394;;;0
6363;2010-10-01;2;1000;125;-220;;;0
6364;2010-10-01;2;10015;125;-194;;6363;0
6365;2010-10-01;2;2107;125;46;;6363;0
6366;2010-10-01;2;10054;125;-5;;6363;0
6367;2010-10-01;2;10037;125;-55;;6363;0
6368;2010-10-01;2;2500;125;-12;;6363;0
6369;2010-10-01;2;10015;125;0;;6363;0
6370;2010-10-01;2;10015;125;0;;6363;0
6371;2010-10-01;2;1;122;200000;;;0
6373;2010-10-04;2;10009;160;-15000;;;0
6374;2010-10-04;2;10015;181;-3965;;;0
6375;2010-10-05;2;11055;455;-3000;Sportbeitrag;;0
6376;2010-10-06;2;10009;160;-8000;;;0
6377;2010-10-06;2;1;122;27147;;;0
6379;2010-10-08;2;10009;160;-15000;;;0
6380;2010-10-09;2;1000;299;-375450;;;0
6381;2010-10-09;2;10022;299;0;Stayfriends;6380;0
6382;2010-10-09;2;11036;299;-5386;;6380;0
6383;2010-10-09;2;11054;299;-24873;;6380;0
6384;2010-10-09;2;11049;299;-250200;Fuerte 2010;6380;0
6386;2010-10-09;2;10015;299;0;Jahresgebühr ADAC-Karten;6380;0
6387;2010-10-09;2;10028;299;-23526;;6380;0
6388;2010-10-09;2;10025;299;-28985;;6380;0
6389;2010-10-09;2;11049;299;-5800;Bahn Köln;6380;0
6390;2010-10-09;2;11044;299;0;;6380;0
6391;2010-10-09;2;11019;299;0;Handyaufladung;6380;0
6392;2010-10-09;2;11077;299;-7600;Kosten Kaution;6380;0
6393;2010-10-09;2;10038;299;0;Referatsfeier Auslagen;6380;0
6394;2010-10-09;2;10016;299;0;;6380;0
6395;2010-10-09;2;11049;299;-29080;;6380;0
6396;2010-10-09;2;1;122;375450;;;0
6398;2010-10-11;2;10022;254;-11071;Amazon;;0
6399;2010-10-11;2;10022;254;-1990;Amazon;;0
6400;2010-10-11;2;10022;254;-389;Amazon;;0
6401;2010-10-11;2;1;122;30000;;;0
6403;2010-10-14;2;1;122;690000;;;0
6405;2010-10-15;2;11050;160;-50000;;;0
6406;2010-10-15;2;1000;450;444379;;;0
6407;2010-10-15;2;10002;450;681404;;6406;0
6408;2010-10-15;2;10041;450;-198891;;6406;0
6409;2010-10-15;2;10044;450;-10939;;6406;0
6410;2010-10-15;2;10042;450;-54725;;6406;0
6411;2010-10-15;2;10043;450;-7700;;6406;0
6412;2010-10-15;2;25;450;-4000;;6406;0
6413;2010-10-15;2;11055;450;0;;6406;0
6414;2010-10-15;2;11014;450;25508;;6406;0
6415;2010-10-15;2;11072;450;31240;;6406;0
6416;2010-10-15;2;11013;450;-31240;;6406;0
6417;2010-10-15;2;11019;450;-1278;Firmenhandy;6406;0
6418;2010-10-15;2;11031;450;15000;Essen für 2;6406;0
6419;2010-10-15;2;10036;445;-54000;Tisch Stühle Bank;;0
6420;2010-10-19;2;11042;124;-30800;;;0
6421;2010-10-28;2;1000;367;-64001;;;0
6422;2010-10-28;2;23;367;-41984;;6421;0
6424;2010-10-28;2;11080;367;-22017;;6421;0
6425;2010-10-29;2;11015;191;-40000;Unterhalt;;0
6426;2010-11-01;2;10050;837;-51016;DKV;;0
6427;2010-11-01;2;11069;242;-26000;Hausgeld;;0
6428;2010-11-01;2;10028;192;-2455;;;0
6429;2010-11-01;2;1000;501;-155500;Talstr;;0
6430;2010-11-01;2;10029;501;-116000;Talstr;6429;0
6431;2010-11-01;2;11108;501;-25500;Talstr;6429;0
6432;2010-11-01;2;11071;501;-14000;Garage;6429;0
6433;2010-11-01;2;1;122;34550;;;0
6435;2010-11-02;2;10009;160;-15000;;;0
6436;2010-11-03;2;1;122;150000;;;0
6438;2010-11-03;2;10028;416;-2271;;;0
6439;2010-11-04;2;10038;450;12300;Erstattung Reisekosten Köln;;0
6440;2010-11-04;2;11061;1861;697;;;0
6441;2010-11-04;2;10009;160;-20000;;;0
6442;2010-11-04;2;10035;364;-1097;Jahresabrechung WM6;;0
6443;2010-11-04;2;10036;451;-6086;Buttlars;;0
6444;2010-11-05;2;10025;216;-16090;;;0
6445;2010-11-05;2;10009;160;-20000;;;0
6446;2010-11-05;2;1;122;27047;;;0
6448;2010-11-08;2;1;122;40000;;;0
6450;2010-11-08;2;1;122;30000;;;0
6452;2010-11-10;2;1000;299;-35349;;;0
6453;2010-11-10;2;10022;299;0;Stayfriends;6452;0
6454;2010-11-10;2;11036;299;0;;6452;0
6455;2010-11-10;2;11054;299;0;;6452;0
6456;2010-11-10;2;11049;299;-15960;Fuerte 2010;6452;0
6458;2010-11-10;2;10015;299;0;Jahresgebühr ADAC-Karten;6452;0
6459;2010-11-10;2;10028;299;-13594;;6452;0
6460;2010-11-10;2;10025;299;0;;6452;0
6461;2010-11-10;2;11049;299;0;Bahn Köln;6452;0
6462;2010-11-10;2;11044;299;0;;6452;0
6463;2010-11-10;2;11019;299;0;Handyaufladung;6452;0
6464;2010-11-10;2;11077;299;0;Kosten Kaution;6452;0
6465;2010-11-10;2;10038;299;0;Referatsfeier Auslagen;6452;0
6466;2010-11-10;2;10016;299;0;;6452;0
6467;2010-11-10;2;10022;299;-5795;Hugendubbel;6452;0
6468;2010-11-15;2;11046;517;1095;Erstattung Spiegel;;0
6469;2010-11-15;2;11046;517;-4745;Spiegel;;0
6470;2010-11-15;2;10035;364;-4200;;;0
6471;2010-11-15;2;1000;450;429379;;;0
6472;2010-11-15;2;10002;450;681404;;6471;0
6473;2010-11-15;2;10041;450;-198891;;6471;0
6474;2010-11-15;2;10044;450;-10939;;6471;0
6475;2010-11-15;2;10042;450;-54725;;6471;0
6476;2010-11-15;2;10043;450;-7700;;6471;0
6477;2010-11-15;2;25;450;-4000;;6471;0
6478;2010-11-15;2;11055;450;0;;6471;0
6479;2010-11-15;2;11014;450;25508;;6471;0
6480;2010-11-15;2;11072;450;31240;;6471;0
6481;2010-11-15;2;11013;450;-31240;;6471;0
6482;2010-11-15;2;11019;450;-1278;Firmenhandy;6471;0
6483;2010-11-16;2;11081;256;-4652;Grundsteuer;;0
6484;2010-11-19;2;10009;160;-20000;;;0
6485;2010-11-20;2;1;122;299027;;;0
6487;2010-11-22;2;10022;254;-2485;Amazon;;0
6488;2010-11-22;2;10022;254;-1990;Amazon;;0
6489;2010-11-22;2;10022;254;-2000;Amazon;;0
6490;2010-11-22;2;10022;254;-4289;Amazon;;0
6491;2010-11-22;2;10022;254;-11932;Amazon;;0
6492;2010-11-22;2;1;122;50000;;;0
6494;2010-11-28;2;1000;367;-64001;;;0
6495;2010-11-28;2;23;367;-42127;;6494;0
6497;2010-11-28;2;11080;367;-21874;;6494;0
6498;2010-11-29;2;11015;191;-40000;Unterhalt;;0
6499;2010-11-30;2;10009;160;-20000;;;0
6500;2010-11-30;2;1;122;20000;;;0
6502;2010-12-01;2;11069;242;-26000;Hausgeld;;0
6503;2010-12-01;2;10050;837;-51016;DKV;;0
6504;2010-12-01;2;1000;501;-155500;Talstr;;0
6505;2010-12-01;2;10029;501;-116000;Talstr;6504;0
6506;2010-12-01;2;11108;501;-25500;Talstr;6504;0
6507;2010-12-01;2;11071;501;-14000;Garage;6504;0
6508;2010-12-01;2;1;122;300000;;;0
6510;2010-12-02;2;10022;254;11932;Amazon;;0
6511;2010-12-02;2;10028;192;-225;;;0
6512;2010-12-02;2;1;122;7047;;;0
6514;2010-12-03;2;10022;254;350;Amazon;;0
6515;2010-12-05;2;10009;160;-20000;;;0
6516;2010-12-08;2;1000;299;-38790;;;0
6517;2010-12-08;2;10022;299;0;Stayfriends;6516;0
6518;2010-12-08;2;11036;299;-6733;;6516;0
6519;2010-12-08;2;11054;299;0;;6516;0
6520;2010-12-08;2;11049;299;0;Fuerte 2010;6516;0
6522;2010-12-08;2;10015;299;0;Jahresgebühr ADAC-Karten;6516;0
6523;2010-12-08;2;10028;299;-32057;;6516;0
6524;2010-12-08;2;10025;299;0;;6516;0
6525;2010-12-08;2;11049;299;0;Bahn Köln;6516;0
6526;2010-12-08;2;11044;299;0;;6516;0
6527;2010-12-08;2;11019;299;0;Handyaufladung;6516;0
6528;2010-12-08;2;11077;299;0;Kosten Kaution;6516;0
6529;2010-12-08;2;10038;299;0;Referatsfeier Auslagen;6516;0
6530;2010-12-08;2;10016;299;0;;6516;0
6531;2010-12-08;2;10022;299;0;Hugendubbel;6516;0
6532;2010-12-08;2;1;122;40000;;;0
6534;2010-12-15;2;10009;160;-20000;;;0
6535;2010-12-15;2;10035;364;-4200;;;0
6536;2010-12-15;2;1000;450;429379;;;0
6537;2010-12-15;2;10002;450;681404;;6536;0
6538;2010-12-15;2;10041;450;-198891;;6536;0
6539;2010-12-15;2;10044;450;-10939;;6536;0
6540;2010-12-15;2;10042;450;-54725;;6536;0
6541;2010-12-15;2;10043;450;-7700;;6536;0
6542;2010-12-15;2;25;450;-4000;;6536;0
6543;2010-12-15;2;11055;450;0;;6536;0
6544;2010-12-15;2;11014;450;25508;;6536;0
6545;2010-12-15;2;11072;450;31240;;6536;0
6546;2010-12-15;2;11013;450;-31240;;6536;0
6547;2010-12-15;2;11019;450;-1278;Firmenhandy;6536;0
6548;2010-12-21;2;10009;160;-20000;;;0
6549;2010-12-21;2;10022;254;-25869;Amazon;;0
6550;2010-12-21;2;1;122;51676;;;0
6552;2010-12-27;2;11105;244;-5394;;;0
6553;2010-12-29;2;11015;191;-40000;Unterhalt;;0
6554;2010-12-30;2;1000;367;-64001;;;0
6555;2010-12-30;2;23;367;-42270;;6554;0
6557;2010-12-30;2;11080;367;-21731;;6554;0
6558;2010-12-30;2;10009;160;-20000;;;0
6559;2010-12-30;2;1;122;170000;;;0
6561;2010-12-31;2;1000;125;-61;;;0
6562;2010-12-31;2;10015;125;0;;6561;0
6563;2010-12-31;2;2107;125;42;;6561;0
6564;2010-12-31;2;10054;125;-37;;6561;0
6565;2010-12-31;2;10037;125;-55;;6561;0
6566;2010-12-31;2;2500;125;-11;;6561;0
6567;2010-12-31;2;10015;125;0;;6561;0
6568;2010-12-31;2;10015;125;0;;6561;0
6569;2010-12-31;2;10015;181;-4479;;;0
6570;2011-01-01;2;11043;498;-46570;Kasko-Versicherung;;0
6571;2011-01-01;2;10050;837;-58225;DKV;;0
6572;2011-01-01;2;11069;242;-26000;Hausgeld;;0
6573;2011-01-01;2;1000;501;-155500;Talstr;;0
6574;2011-01-01;2;10029;501;-116000;Talstr;6573;0
6575;2011-01-01;2;11108;501;-25500;Talstr;6573;0
6576;2011-01-01;2;11071;501;-14000;Garage;6573;0
6577;2011-01-02;2;1;122;200000;;;0
6579;2011-01-02;2;10036;452;-1950;Mietaval;;0
6580;2011-01-04;2;1;122;8618;;;0
6582;2011-01-04;2;10028;192;-910;;;0
6583;2011-01-07;2;10009;160;-20000;;;0
6584;2011-01-07;2;1;122;20000;;;0
6586;2011-01-10;2;1;122;110000;;;0
6588;2011-01-10;2;10022;254;-4355;Amazon;;0
6589;2011-01-14;2;10009;160;-10000;;;0
6590;2011-01-15;2;10035;364;-4200;;;0
6591;2011-01-15;2;1000;450;433205;;;0
6592;2011-01-15;2;10002;450;681404;;6591;0
6593;2011-01-15;2;10041;450;-197550;;6591;0
6594;2011-01-15;2;10044;450;-10865;;6591;0
6595;2011-01-15;2;10042;450;-54725;;6591;0
6596;2011-01-15;2;10043;450;-8250;;6591;0
6597;2011-01-15;2;25;450;-4000;;6591;0
6598;2011-01-15;2;11055;450;0;;6591;0
6599;2011-01-15;2;11014;450;28191;;6591;0
6600;2011-01-15;2;11072;450;31240;;6591;0
6601;2011-01-15;2;11013;450;-31240;;6591;0
6602;2011-01-15;2;11019;450;-1000;Firmenhandy;6591;0
6603;2011-01-21;2;10035;615;-5415;Felxstrom;;0
6604;2011-01-21;2;1;122;52500;;;0
6606;2011-01-24;2;10028;315;-26240;Wein;;0
6607;2011-01-24;2;10009;160;-20000;;;0
6608;2011-01-24;2;1;122;60000;;;0
6610;2011-01-25;2;11043;498;-2269;Kasko-Versicherung;;0
6611;2011-01-25;2;10009;160;-10000;;;0
6612;2011-01-28;2;1000;367;-64001;;;0
6613;2011-01-28;2;23;367;-42415;;6612;0
6615;2011-01-28;2;11080;367;-21586;;6612;0
6616;2011-01-29;2;11015;191;-40000;Unterhalt;;0
6617;2011-01-30;2;11020;414;-3000;Unity;;0
6618;2011-01-31;2;1;122;160000;;;0
6620;2011-02-01;2;10050;837;-58225;DKV;;0
6621;2011-02-01;2;11069;242;-26000;Hausgeld;;0
6622;2011-02-01;2;1000;501;-155500;Talstr;;0
6623;2011-02-01;2;10029;501;-116000;Talstr;6622;0
6624;2011-02-01;2;11108;501;-25500;Talstr;6622;0
6625;2011-02-01;2;11071;501;-14000;Garage;6622;0
6626;2011-02-01;2;1;122;180000;;;0
6628;2011-02-02;2;10028;192;-440;;;0
6629;2011-02-02;2;1;122;7547;;;0
6631;2011-02-04;2;10009;160;-15000;;;0
6632;2011-02-07;2;1;122;27339;;;0
6634;2011-02-08;2;1;122;12661;;;0
6636;2011-02-11;2;11046;517;-4940;Spiegel;;0
6637;2011-02-14;2;10009;160;-20000;;;0
6638;2011-02-15;2;1000;450;453155;;;0
6639;2011-02-15;2;10002;450;681404;;6638;0
6640;2011-02-15;2;10041;450;-197250;;6638;0
6641;2011-02-15;2;10044;450;-10849;;6638;0
6642;2011-02-15;2;10042;450;-54725;;6638;0
6643;2011-02-15;2;10043;450;-8250;;6638;0
6644;2011-02-15;2;25;450;-4000;;6638;0
6645;2011-02-15;2;11055;450;0;;6638;0
6646;2011-02-15;2;11014;450;28191;;6638;0
6647;2011-02-15;2;11072;450;31240;;6638;0
6648;2011-02-15;2;11013;450;-31240;;6638;0
6649;2011-02-15;2;11019;450;-1000;Firmenhandy;6638;0
6650;2011-02-15;2;10015;450;19634;Erstattung 2010;6638;0
6651;2011-02-15;2;10035;364;-4200;;;0
6652;2011-02-17;2;11081;256;-4652;Grundsteuer;;0
6653;2011-02-23;2;10009;160;-20000;;;0
6654;2011-02-25;2;10009;160;-10000;;;0
6655;2011-02-25;2;1;122;12500;;;0
6657;2011-02-28;2;1000;367;-64001;;;0
6658;2011-02-28;2;23;367;-42559;;6657;0
6660;2011-02-28;2;11080;367;-21442;;6657;0
6661;2011-02-28;2;11015;191;-40000;Unterhalt;;0
6662;2011-02-28;2;11020;414;-3000;Unity;;0
6663;2011-02-28;2;1;122;160000;;;0
6665;2011-03-01;2;11069;242;-26000;Hausgeld;;0
6666;2011-03-01;2;10050;837;-58225;DKV;;0
6667;2011-03-01;2;1000;501;-155500;Talstr;;0
6668;2011-03-01;2;10029;501;-116000;Talstr;6667;0
6669;2011-03-01;2;11108;501;-25500;Talstr;6667;0
6670;2011-03-01;2;11071;501;-14000;Garage;6667;0
6671;2011-03-01;2;1;122;210000;;;0
6673;2011-03-02;2;10028;192;-675;;;0
6674;2011-03-04;2;1;122;7047;;;0
6676;2011-03-07;2;10009;160;-5910;Tickets Schmiere Andi Bar;;0
6677;2011-03-08;2;1;122;50000;Abrechung bis 05.03.;;0
6679;2011-03-11;2;10009;160;-10000;;;0
6680;2011-03-15;2;10035;364;-4200;;;0
6681;2011-03-15;2;1000;450;464137;;;0
6682;2011-03-15;2;10002;450;681510;;6681;0
6683;2011-03-15;2;10041;450;-220700;;6681;0
6684;2011-03-15;2;10044;450;-12139;;6681;0
6685;2011-03-15;2;10042;450;-54725;;6681;0
6686;2011-03-15;2;10043;450;-8250;;6681;0
6687;2011-03-15;2;25;450;-4000;;6681;0
6688;2011-03-15;2;11055;450;0;;6681;0
6689;2011-03-15;2;11014;450;28191;;6681;0
6690;2011-03-15;2;11072;450;31240;;6681;0
6691;2011-03-15;2;11013;450;-31240;;6681;0
6692;2011-03-15;2;11019;450;-1000;Firmenhandy;6681;0
6693;2011-03-15;2;11033;450;55250;;6681;0
6694;2011-03-21;2;10009;160;-10000;;;0
6695;2011-03-22;2;11105;244;-5394;;;0
6696;2011-03-26;2;1;122;22500;;;0
6698;2011-03-26;2;10009;160;-20000;;;0
6699;2011-03-28;2;1000;367;-64001;;;0
6700;2011-03-28;2;23;367;-42704;;6699;0
6702;2011-03-28;2;11080;367;-21297;;6699;0
6703;2011-03-28;2;10022;254;-2785;Amazon;;0
6704;2011-03-29;2;11015;191;-40000;Unterhalt;;0
6705;2011-03-29;2;1;122;50000;;;0
6707;2011-03-30;2;11020;414;-3000;Unity;;0
6708;2011-03-31;2;1;122;170000;;;0
6710;2011-03-31;2;1000;125;23;;;0
6711;2011-03-31;2;10015;125;0;;6710;0
6712;2011-03-31;2;2107;125;23;;6710;0
6713;2011-03-31;2;10054;125;0;;6710;0
6714;2011-03-31;2;10037;125;0;;6710;0
6715;2011-03-31;2;2500;125;0;;6710;0
6716;2011-03-31;2;10015;125;0;;6710;0
6717;2011-03-31;2;10015;125;0;;6710;0
6718;2011-03-31;2;1000;125;-4681;;;0
6719;2011-03-31;2;10015;125;0;;6718;0
6720;2011-03-31;2;2107;125;0;;6718;0
6721;2011-03-31;2;10054;125;0;;6718;0
6722;2011-03-31;2;10037;125;0;;6718;0
6723;2011-03-31;2;2500;125;0;;6718;0
6724;2011-03-31;2;10015;125;0;;6718;0
6725;2011-03-31;2;10015;125;-4681;;6718;0
6726;2011-04-01;2;11069;242;-26000;Hausgeld;;0
6727;2011-04-01;2;10050;837;-58225;DKV;;0
6728;2011-04-01;2;1000;501;-155500;Talstr;;0
6729;2011-04-01;2;10029;501;-116000;Talstr;6728;0
6730;2011-04-01;2;11108;501;-25500;Talstr;6728;0
6731;2011-04-01;2;11071;501;-14000;Garage;6728;0
6732;2011-04-01;2;1;122;120000;;;0
6734;2011-04-01;2;1;122;30000;;;0
6736;2011-04-04;2;10009;160;-20000;;;0
6737;2011-04-04;2;1;122;7661;;;0
6739;2011-04-04;2;10028;192;-225;;;0
6740;2011-04-06;2;10009;160;-10000;;;0
6741;2011-04-07;2;1;122;100000;;;0
6743;2011-04-08;2;10009;160;-20000;;;0
6744;2011-04-15;2;10035;364;-4200;;;0
6745;2011-04-15;2;1000;450;1776885;;;0
6746;2011-04-15;2;10002;450;2981404;;6745;0
6747;2011-04-15;2;10041;450;-1210750;;6745;0
6748;2011-04-15;2;10044;450;-66591;;6745;0
6749;2011-04-15;2;10042;450;-54725;;6745;0
6750;2011-04-15;2;10043;450;-8250;;6745;0
6751;2011-04-15;2;25;450;-4000;;6745;0
6752;2011-04-15;2;11055;450;0;;6745;0
6753;2011-04-15;2;11014;450;28191;;6745;0
6754;2011-04-15;2;11072;450;31240;;6745;0
6755;2011-04-15;2;11013;450;-31240;;6745;0
6756;2011-04-15;2;11019;450;-1000;Firmenhandy;6745;0
6757;2011-04-15;2;11033;450;112606;;6745;0
6758;2011-04-15;2;1;122;62500;;;0
6760;2011-04-15;2;11077;454;-49799;Spi-Training 14.05-15.05;;0
6761;2011-04-15;2;10022;393;-1900;Internetdomain;;0
6762;2011-04-15;2;10009;160;-20000;;;0
6763;2011-04-15;2;10009;160;-5000;;;0
6764;2011-04-21;2;10009;160;-20000;;;0
6765;2011-04-28;2;1000;367;-64001;;;0
6766;2011-04-28;2;23;367;-42850;;6765;0
6768;2011-04-28;2;11080;367;-21151;;6765;0
6769;2011-04-28;2;1;122;65000;;;0
6771;2011-04-28;2;10009;160;-15000;;;0
6772;2011-04-29;2;11015;191;-40000;Unterhalt;;0
6773;2011-04-29;2;1;122;150000;;;0
6775;2011-04-30;2;11020;414;-3000;Unity;;0
6776;2011-05-01;2;11069;242;-26000;Hausgeld;;0
6777;2011-05-01;2;10050;837;-58225;DKV;;0
6778;2011-05-01;2;1000;501;-155500;Talstr;;0
6779;2011-05-01;2;10029;501;-116000;Talstr;6778;0
6780;2011-05-01;2;11108;501;-25500;Talstr;6778;0
6781;2011-05-01;2;11071;501;-14000;Garage;6778;0
6782;2011-05-02;2;1;122;173920;;;0
6784;2011-05-04;2;10028;192;-450;;;0
6785;2011-05-09;2;10028;421;-6541;;;0
6786;2011-05-09;2;10028;416;-3097;Schlafsäcke;;0
6787;2011-05-09;2;1;122;43595;;;0
6789;2011-05-09;2;10009;160;-20000;;;0
6790;2011-05-10;2;10009;160;-20000;;;0
6791;2011-05-13;2;1000;160;-20000;;;0
6792;2011-05-13;2;10009;160;-11975;;6791;0
6793;2011-05-13;2;11036;160;-8025;;6791;0
6794;2011-05-15;2;10035;364;-4200;;;0
6795;2011-05-15;2;11046;517;-4940;Spiegel;;0
6796;2011-05-15;2;1000;450;433363;;;0
6797;2011-05-15;2;10002;450;681404;;6796;0
6798;2011-05-15;2;10041;450;-197400;;6796;0
6799;2011-05-15;2;10044;450;-10857;;6796;0
6800;2011-05-15;2;10042;450;-54725;;6796;0
6801;2011-05-15;2;10043;450;-8250;;6796;0
6802;2011-05-15;2;25;450;-4000;;6796;0
6803;2011-05-15;2;11055;450;0;;6796;0
6804;2011-05-15;2;11014;450;28191;;6796;0
6805;2011-05-15;2;11072;450;31240;;6796;0
6806;2011-05-15;2;11013;450;-31240;;6796;0
6807;2011-05-15;2;11019;450;-1000;Firmenhandy;6796;0
6808;2011-05-15;2;11081;256;-4652;Grundsteuer;;0
6809;2011-05-19;2;10009;160;-25000;;;0
6810;2011-05-29;2;11015;191;-40000;Unterhalt;;0
6811;2011-05-29;2;1;122;40000;;;0
6813;2011-05-30;2;11020;414;-3000;Unity;;0
6814;2011-05-30;2;11055;455;-4500;Sportgemeinschaft;;0
6815;2011-05-31;2;1000;367;-64001;;;0
6816;2011-05-31;2;23;367;-42996;;6815;0
6818;2011-05-31;2;11080;367;-21005;;6815;0
6819;2011-05-31;2;1;122;60000;;;0
6821;2011-06-01;2;11069;242;-26000;Hausgeld;;0
6822;2011-06-01;2;10050;837;-58225;DKV;;0
6823;2011-06-01;2;1000;501;-155500;Talstr;;0
6824;2011-06-01;2;10029;501;-116000;Talstr;6823;0
6825;2011-06-01;2;11108;501;-25500;Talstr;6823;0
6826;2011-06-01;2;11071;501;-14000;Garage;6823;0
6827;2011-06-01;2;1;122;241661;;;0
6829;2011-06-03;2;10009;160;-13000;;;0
6830;2011-06-03;2;10028;192;-1820;;;0
6831;2011-06-06;2;1;122;50000;;;0
6833;2011-06-10;2;1;122;50000;;;0
6835;2011-06-13;2;10009;160;-20000;;;0
6836;2011-06-15;2;10035;364;-4200;;;0
6837;2011-06-15;2;1000;450;444501;;;0
6838;2011-06-15;2;10002;450;701404;;6837;0
6839;2011-06-15;2;10041;450;-205800;;6837;0
6840;2011-06-15;2;10044;450;-11319;;6837;0
6841;2011-06-15;2;10042;450;-54725;;6837;0
6842;2011-06-15;2;10043;450;-8250;;6837;0
6843;2011-06-15;2;25;450;-4000;;6837;0
6844;2011-06-15;2;11055;450;0;;6837;0
6845;2011-06-15;2;11014;450;28191;;6837;0
6846;2011-06-15;2;11072;450;31240;;6837;0
6847;2011-06-15;2;11013;450;-31240;;6837;0
6848;2011-06-15;2;11019;450;-1000;Firmenhandy;6837;0
6849;2011-06-16;2;10009;160;-10000;;;0
6850;2011-06-21;2;10009;160;-20000;;;0
6851;2011-06-27;2;1;122;30000;;;0
6853;2011-06-28;2;1000;367;-64001;;;0
6854;2011-06-28;2;23;367;-43142;;6853;0
6856;2011-06-28;2;11080;367;-20859;;6853;0
6857;2011-06-28;2;10009;160;-20000;;;0
6858;2011-06-29;2;11015;191;-40000;Unterhalt;;0
6859;2011-06-29;2;1;122;170000;;;0
6861;2011-06-29;2;10023;283;-12500;Hochzeit Robert u. Andrea;;0
6862;2011-06-30;2;11020;414;-3000;Unity;;0
6863;2011-07-01;2;11105;244;-5394;;;0
6864;2011-07-01;2;11069;242;-26000;Hausgeld;;0
6865;2011-07-01;2;10050;837;-58225;DKV;;0
6866;2011-07-01;2;1000;501;-155500;Talstr;;0
6867;2011-07-01;2;10029;501;-116000;Talstr;6866;0
6868;2011-07-01;2;11108;501;-25500;Talstr;6866;0
6869;2011-07-01;2;11071;501;-14000;Garage;6866;0
6870;2011-07-01;2;1000;125;17;;;0
6871;2011-07-01;2;10015;125;0;;6870;0
6872;2011-07-01;2;2107;125;24;;6870;0
6873;2011-07-01;2;10054;125;0;;6870;0
6874;2011-07-01;2;10037;125;0;;6870;0
6875;2011-07-01;2;2500;125;-7;;6870;0
6876;2011-07-01;2;10015;125;0;;6870;0
6877;2011-07-01;2;10015;125;0;;6870;0
6878;2011-07-01;2;1;122;180879;;;0
